,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2019-03-31,0.0256,0.03,0.03,--,0.5862,0.5761,0.0406,0.4532,-0.9031,--,2.2395,64.3464,2.2697,116.0914,127.153,32.8042,96.0453,2.5614,4.3691,2.2395,67.1958,73.886,7.3662,50.6004,--,--,5945057.49,4.45,4.55,1467644.63,-13.6433,--,-46.9265,-7.7375,--,--,3.1776,28.3232,--,0.0236,3813.5593,0.0701,1283.8802,0.0465,3.1546,3.1521,24.6256,248292.6444,--,51.2581,--,--,95.0911,--,--,--,127.0556,21.5671,--,--,48.7419,396231212.35,1.5226,0.0355,1.5852,0.0728,32.1146,--,--,--,98248371.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2018-12-31,-0.5663,-0.57,-0.57,-0.07,0.5606,0.5505,-0.0198,0.4532,-0.9287,--,-50.8673,66.877,-47.3693,-478.3694,-124.0396,30.626,-462.2583,-41.6513,-74.2946,-37.4115,--,65.9435,69.8111,-14.1119,--,--,28385157.76,-102.88,-67.94,-24603413.27,7.0624,-24777.5516,-50.2527,-12.8685,--,--,3.1067,115.88,0.6229,0.1025,3512.1951,0.2663,1351.8588,0.1452,2.9746,2.9721,15.8217,18032.6088,--,50.3557,--,292.2616,98.5873,--,--,56.1494,134.0262,21.7042,--,17.2297,49.6443,385709995.47,-0.162,-0.0178,--,-0.0359,-16.3067,--,--,--,96619487.38,--,--,--,--,--,--,--,--,--,--,--,19222966.7,51714.83,--
2018-09-30,-0.0251,-0.025,-0.025,--,1.1018,1.0918,-0.0178,0.4532,-0.3874,--,-2.0465,68.3231,-2.0056,-45.0765,-36.5593,29.2987,-26.9802,-2.5124,-2.2802,-2.0465,70.7013,58.8487,-24.5641,-167.4347,--,--,22042093.91,-2.29,-2.26,9083445.18,-5.2802,--,-0.6281,-1.4129,1115.5598,0.242,3.1537,85.6132,--,0.0743,3633.9166,0.1931,1398.2393,0.0836,3.3391,3.3367,17.8142,1269.1624,--,89.7482,--,--,11.4228,--,--,--,74.532,11.0481,--,--,10.2518,425326268.02,-0.1907,-0.0145,--,-0.1411,-14.5915,--,--,--,80662598.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2018-06-30,-0.032,-0.0319,-0.0319,0.0196,1.0949,1.0849,-0.0166,0.4532,-0.3943,--,-2.6053,70.9982,-2.555,-77.6907,-65.4822,26.6811,-49.5532,11.8753,10.8458,9.6598,73.3189,62.4928,-7.1479,-99.881,--,--,15898300.93,-2.94,-2.9,6802647.92,3.0696,-216.2491,-3.9343,-4.5527,58.0354,3.1016,3.7255,48.3159,0.3241,0.0516,3488.3721,0.1231,1462.2258,0.0582,3.7769,3.7741,17.5321,1507.3205,--,89.0648,--,554.7999,12.2778,--,--,56.6888,67.3294,11.9007,--,16.0535,10.9352,425904282.36,-0.2569,-0.0135,--,-0.1235,-12.7422,--,--,--,50091688.25,--,--,--,--,--,--,--,330,--,--,--,507667.51,87200.48,--
2018-03-31,-0.0224,-0.02,-0.02,--,1.1046,1.0945,-0.0128,0.4532,-0.3847,--,-1.8044,76.7232,-1.7771,-89.7615,-90.7788,20.8354,-72.4314,-2.2368,-2.025,-1.8044,79.1646,77.8982,0.3311,-84.4819,--,--,8208479.74,-2.04,-2.02,-491581.4,-8.146,--,-11.6228,-11.5046,--,--,5.0128,17.9539,--,0.0245,3673.4694,0.0576,1562.5,0.0277,3.8331,3.8304,9.4882,1386.7221,--,89.1066,--,--,12.2251,--,--,--,65.6489,12.1509,--,--,10.8934,429460504.7,-0.414,-0.0103,--,-0.0947,-9.5268,--,--,--,48138038.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2017-12-31,0.0023,0.0475,0.0475,-0.0086,1.1269,1.1168,0.0065,0.4532,-0.3624,--,0.1796,66.1393,0.1661,3.8024,16.7769,31.0466,2.0055,14.931,13.2492,11.6854,--,86.9989,962.6479,1439.2054,--,--,26220262.76,4.25,4.3448,-2992092.93,2.0165,-99.0253,-10.7048,-13.9379,--,--,3.3357,107.9223,0.5159,0.0828,4347.8261,0.1819,1979.1094,0.0958,3.7205,3.7182,17.0592,-9.8323,--,88.1971,--,559.1251,13.3824,--,--,57.8233,63.8631,13.3097,--,15.7741,11.8029,442675592.96,0.0572,0.0051,2.8514,0.0434,4.3625,--,--,--,48163275.56,--,--,--,--,--,--,--,--,--,--,--,81107.83,732358.46,--
2017-09-30,-0.0034,0.0298,0.0298,--,1.1088,1.0992,-0.0188,0.4532,-0.3801,--,-0.2748,63.908,-0.2507,-13.6431,-15.9171,33.3185,-3.4803,-0.3422,-0.3086,-0.2748,66.6815,87.3539,-691.8013,-379.4593,--,--,21767036.62,2.71,2.75,-16560479.35,20.6905,--,-8.2355,-17.0552,30.5299,8.8438,2.6404,102.2566,--,0.072,3750,0.156,1730.7692,0.0829,4.1041,4.1017,26.9215,26328.4589,--,89.0394,--,--,12.3098,--,--,--,61.7893,12.3098,--,--,10.9606,431421891.67,-0.1916,-0.0151,--,-0.138,-13.8018,--,--,--,35000000,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2017-06-30,0.0276,0.0607,0.0607,-0.02,1.1398,1.1301,-0.0091,0.4532,-0.3491,--,2.1391,65.3064,1.9874,19.3401,27.7545,30.6485,43.9352,18.8027,16.4972,14.5986,69.3515,101.3241,673.2699,248.2569,--,--,14188247.92,5.38,5.52,-8653181.76,26.5776,--,-3.8307,-17.0825,19.4886,9.2362,3.0427,59.1576,0.262,0.0452,3982.3009,0.0984,1829.2683,0.0522,3.8704,3.8681,172.3148,-41162.3147,--,88.4915,--,481.7988,13.0052,--,--,59.5818,62.6703,13.0052,--,18.3669,11.5085,446219122.08,-0.1446,-0.007,-0.3292,-0.0612,-6.1193,--,--,--,35000000,--,--,--,--,7582.9,--,--,--,--,--,--,18996901.69,96972.94,--
2017-03-31,-0.0183,0,0,--,1.8748,1.6052,-0.1117,1.1799,-0.6136,--,-0.8711,79.5603,-0.8457,-46.6293,-45.0566,19.7264,-36.2921,-1.8302,-0.9762,-0.8711,80.2736,78.772,-80.556,-171.979,--,--,9266894.01,0.07,0.07,946838.32,41.3201,-136.3779,-2.5813,-13.0455,6.4183,14.0224,4.4723,20.1238,--,0.0233,3862.6609,0.0516,1744.186,0.0268,4.0254,4.0231,85.7618,35092.3114,--,89.2258,--,--,12.0752,--,--,--,63.8207,11.9876,--,--,10.7742,485291125.67,-2.2147,-0.0532,--,-0.4934,-49.6963,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2016-12-31,0.3532,0.3378,0.3378,-0.0673,1.8931,1.604,-0.1046,1.1799,-0.6148,--,15.8579,62.3424,16.4,137.7298,234.5697,33.8085,209.9,58.8155,31.069,26.4098,--,130.8839,143.7054,26.8565,--,--,24226499.89,21.06,19.13,-15540095.21,-60.7318,516.1247,17.2719,7.0786,2.3401,153.8396,212.8792,1.6911,0.4986,0.0781,4609.475,0.1465,2457.3379,0.0959,3.1644,3.163,76.1584,6419.4746,--,85.0038,--,521.3099,17.6418,--,--,60.7119,62.1432,17.5386,--,16.3058,14.9962,514367695.08,-0.6216,-0.047,-0.2962,-0.3132,-31.5017,--,--,--,--,--,--,--,--,2689182.9,--,--,--,--,--,--,19136280.89,96972.94,--
2016-09-30,-0.0491,-0.0869,-0.0869,--,1.8124,1.5008,-0.1379,1.8325,-1.3647,--,-2.1801,65.8153,-2.2668,-11.0837,-15.9433,29.8625,-40.1809,-4.9096,-2.7088,-2.1801,70.1375,122.3099,-202.7305,-379.4387,--,--,18573690.68,-5.79,1.77,-13800015.93,-68.4393,--,21.5138,-1.2666,0.9517,283.7028,488.2459,0.553,--,0.0564,4787.234,0.0945,2857.1429,0.0713,3.1965,3.0409,20.8435,338.9562,--,80.4816,--,--,24.2521,--,--,--,50.3738,23.1126,--,--,19.5184,520131496.8,-1.129,-0.0613,--,-0.3138,-32.9303,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2016-06-30,-0.0877,-0.1155,-0.1155,-0.0512,1.7777,1.4762,-0.0356,1.8325,-1.3933,--,-3.7638,64.3872,-3.9773,-33.7059,-43.5229,30.2083,-118.0073,12.7177,7.1539,5.4582,69.7917,145.4816,-25.3356,-105.4845,--,--,11051358.82,-7.82,-7.49,-11834904.01,-70.6175,--,17.7023,2.292,0.5514,326.4418,531.1301,0.3389,0.24,0.0337,5341.2463,0.0559,3220.0358,0.0438,2.7622,2.6335,35.0902,1189.9795,--,76.2976,--,578.0579,31.0657,--,--,58.8688,51.7737,28.7062,--,13.199,23.7024,538148609.35,-0.4786,-0.0153,--,-0.0644,-6.97,--,--,--,--,--,--,--,30800145.02,29889.68,--,--,--,--,--,--,106779.83,7335.25,--
2016-03-31,0.0503,0.0332,0.0332,--,1.9244,1.6335,-0.0301,1.8325,-1.2447,--,2.0821,62.7105,2.238,124.3147,236.3895,29.898,140.9866,5.0311,2.6143,2.0821,70.102,135.6112,9.3785,29.1757,--,--,5168615.22,2.03,2.05,-5542950.34,-70.3069,--,26.4039,-16.7054,0.2604,345.6221,561.0973,0.1604,--,0.0159,5660.3774,0.0277,3249.0975,0.0202,2.847,2.7055,19.4113,3813.4619,--,79.6416,--,--,25.5625,--,--,--,56.3265,24.3187,--,--,20.3584,558097640.08,-0.8426,-0.0124,-0.5977,-0.0611,-6.4252,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2015-12-31,0.0573,0.0606,0.0606,0.0501,1.6143,1.5985,1.0277,1.8325,-1.2779,--,2.756,71.9731,2.28,14.3551,12.7491,21.8657,13.3778,26.6121,16.4857,12.7954,--,79.316,148.8198,467.0794,--,--,71225604.16,3.79,3.87,11564615.76,-50.0442,--,4.154,-29.4541,2.2501,159.9929,272.934,1.319,1.3285,0.1704,2112.6761,0.2645,1361.0586,0.2708,2.6782,2.5347,203.5858,553.0967,--,77.6153,--,517.7358,28.8407,--,--,59.8915,51.5985,28.8407,--,14.9913,22.3847,480364514.33,2.3985,0.4941,17.9292,2.2074,220.7443,--,--,--,--,--,--,--,30800145.02,29889.68,--,--,--,0,--,--,106779.83,7335.25,--
2015-09-30,-0.0616,-0.0506,-0.0506,--,1.4915,1.4773,0.2124,1.8325,-1.3891,--,-2.7009,73.0233,-2.3562,-13.6208,7.3793,20.6367,-15.9124,-6.1604,-4.1302,-2.7009,79.3633,81.5932,-7.354,-493.7979,--,--,65295914.78,-3.42,-3.35,-12657878.06,-17.7768,--,-9.9323,-20.9208,1.9529,138.2559,240.8779,1.1209,--,0.1481,1823.0925,0.2255,1197.3392,0.2546,2.1296,2.0301,0.8042,-455.2538,--,65.3935,--,--,52.9203,--,--,--,56.3399,45.3507,--,--,34.6065,526803958.73,0.5485,0.0931,--,0.269,31.3954,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2015-06-30,-0.0421,-0.0322,-0.0322,-0.0464,1.5104,1.5069,0.275,1.8325,-1.3707,--,-1.8471,74.9928,-1.6102,-12.7796,-13.262,18.7673,-16.6351,20.4049,13.5099,8.9582,81.2327,89.7942,-38.2154,-511.159,--,--,43807384.92,-2.14,-2.12,-10717278.99,0.5957,--,-8.993,-23.2428,1.0675,168.6183,279.4163,0.6442,0.7701,0.0968,1859.5041,0.151,1192.053,0.1653,1.9156,1.8137,1.5579,-90.4257,--,66.3083,--,466.7022,50.8107,--,--,56.8015,61.0551,46.8547,--,14.2078,33.6917,526090690.95,1.0872,0.1207,--,0.3583,38.8573,--,--,--,--,--,--,--,435252.25,4812083.2,--,--,--,90007000,--,--,4341595.49,5833164.58,--
2015-03-31,-0.0269,-0.0211,-0.0211,--,1.5224,1.515,-0.0714,1.8325,-1.3595,--,-0.9281,75.1176,-0.9206,-17.1857,-19.2129,18.6523,-22.4039,-2.6925,-1.7685,-0.9281,81.3477,92.7363,4.9505,-371.62,--,--,20850666.96,-1.39,-1.38,-4658030.12,-4.1827,--,1.3938,-3.4349,0.4989,180.3969,301.7097,0.2983,--,0.0411,2189.781,0.0608,1480.2632,0.0782,1.4753,1.4189,0.9166,-262.8616,--,52.4803,--,--,90.5477,--,--,--,61.6374,87.38,--,--,47.5197,670028896.57,-0.5943,-0.0246,--,-0.0518,-5.3684,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2014-12-31,-0.1445,-0.1307,-0.1307,-0.0685,1.5499,1.5366,0.0545,1.8325,-1.3385,--,-4.9025,47.9316,-4.9883,-14.0239,-14.5102,48.0465,-16.8516,12.0283,7.7608,4.0799,--,61.7608,9.1024,-300.2615,--,--,94951421.69,-8.51,-8.61,-26960632.7,-7.5814,-277.2787,1.3364,3.5609,4.3365,83.0163,67.0503,5.3691,2.4859,0.296,1216.2162,0.4491,801.6032,0.5571,1.4765,1.4207,23.9628,-47.2506,--,52.5706,--,465.0666,90.2205,--,--,55.7217,61.6075,87.1089,--,11.3039,47.4294,680925246.96,0.0636,0.0185,--,0.039,4.0404,--,--,--,--,--,--,--,435252.25,4812083.2,--,--,0,90007000,--,--,4275601.41,5849237.19,--
2014-09-30,-0.0345,-0.029,-0.029,--,1.656,1.6344,-0.1627,1.8325,-1.2368,--,-1.1965,65.5757,-1.2043,-5.9337,-9.8576,29.3388,-7.3295,-3.4511,-2.084,-1.1965,70.6612,74.0507,-53.1504,-1018.798,--,--,71313715.69,-1.78,-1.95,-9438168.81,4.1531,-122.2292,25.9932,13.8738,4.3259,62.4148,387.0968,0.6975,--,0.1643,1643.3354,0.2517,1072.7056,0.2956,1.5594,1.3006,0.9508,7.3571,--,57.4154,--,--,74.1694,--,--,--,58.5084,74.1694,--,--,42.5846,666172819.49,-0.3456,-0.0564,--,-0.1325,-13.2496,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2014-06-30,-0.0265,-0.017,-0.017,-0.0285,1.6596,1.6421,0.0993,1.8298,-1.2247,--,-0.8945,73.6277,-0.913,-7.4179,-14.837,20.6609,-10.5572,23.1165,13.9288,7.7898,79.3391,89.0091,-73.3525,-860.2521,--,--,42755261.16,-1.03,-1.14,-6578913.71,-12.2758,--,74.9065,15.7914,2.2461,80.1389,578.0347,0.3114,0.7248,0.0865,2080.9249,0.1319,1364.6702,0.1577,1.5186,1.3233,26.2295,8.5916,--,55.9258,--,492.4773,78.8083,--,--,56.6659,59.1295,78.8083,--,11.356,44.0742,685395873.03,0.3948,0.0334,--,0.0759,7.5889,--,--,--,1216800,--,--,--,13444436.13,4795192.07,--,--,99453300,107000,--,--,9468973.36,5002604.98,--
2014-03-31,-0.0339,-0.0266,-0.0266,--,1.5015,1.4817,-0.3522,1.6706,-1.2283,--,-1.13,72.2726,-1.1604,-22.276,-41.2347,21.2402,-27.0651,-3.3947,-2.2608,-1.13,78.7598,95.2413,-50.5326,-263.8408,--,--,20936682.33,-1.8,-2.29,-9174423.54,-0.204,--,20.7219,5.541,1.1654,77.2267,262.6204,0.3427,--,0.0429,2097.9021,0.0655,1374.0458,0.0828,1.3345,1.2832,51.9677,-57.3203,--,49.981,--,--,100.076,--,--,--,66.5203,100.076,--,--,50.019,693862589.3,-2.8083,-0.1172,--,-0.2344,-23.441,--,--,--,1216800,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2013-12-31,0.0815,0.1007,0.1007,-0.1172,1.5294,1.5023,0.835,1.6706,-1.2077,--,2.8639,61.8125,2.6096,11.4343,7.3608,34.1593,8.785,33.377,21.8232,11.7244,65.8407,53.1285,29.5028,591.9999,--,--,132494283.01,6.71,7.42,-27073711.13,-31.4446,188.5429,18.2044,-16.3095,4.633,77.7034,90.4841,3.9786,2.5587,0.2971,1211.7132,0.4267,843.6841,0.6574,1.3862,1.3268,74.1777,280.7648,--,53.7246,--,428.6689,86.1346,--,--,58.583,66.7361,86.1346,--,12.5329,46.2754,657511920.77,0.8998,0.2933,10.2419,0.6339,63.3856,--,--,--,1216800,--,--,--,22835928.52,16880.08,--,--,99457000,579201.81,--,--,13280447.98,234686.15,--
2013-09-30,0.1553,0.1699,0.1699,--,1.3144,1.2827,-0.0013,1.3731,-1.1295,--,6.1294,69.964,5.2322,33.013,-13.7066,23.5653,34.342,15.5252,11.8118,6.1294,76.4347,81.5112,137.2209,189.9899,--,--,73052052.44,13.25,12.84,-19394159.99,-51.4625,270.4245,0.523,-19.9007,1.8977,142.2775,200.9228,1.3438,--,0.1524,1771.6535,0.209,1291.866,0.3466,1.4791,1.4155,2.8788,561.3516,--,51.8925,--,--,92.706,--,--,--,55.585,92.706,--,--,48.1075,585009929.51,-0.003,-0.0005,-0.0086,-0.0011,-0.11,--,--,--,3216800,--,--,--,--,--,--,--,--,--,--,--,--,--,--
