,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2018-03-31,0.0476,0.05,0.05,--,4.9668,4.8843,0.0582,1.6876,1.9894,--,0.4332,24.5694,0.4396,7.4123,6.8968,74.6708,5.8344,4.7613,0.9586,0.4332,25.3292,19.8469,19.328,347.8989,--,0.5479,1562728366.04,0.99,1,280705184.23,20.5795,266.3073,1.9785,-9.0272,0.287,313.5889,165.1982,0.5448,--,0.0754,1193.634,0.1006,894.6322,0.1653,2.5122,2.179,70.1564,272.2231,0.1941,45.1849,8.789,--,121.3128,45.8763,16.2838,--,54.7998,85.7341,245.9671,--,54.8151,85673771587.94,0.0713,0.0053,1.2226,0.0097,1.7682,--,--,--,3151436732.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2017-12-31,0.1601,0.17,0.17,-1.04,4.9047,4.8214,0.3658,1.6799,1.941,--,1.5009,20.0563,1.4487,5.1026,5.2326,78.65,5.3624,76.2585,15.5481,7.1482,21.35,24.5956,883.967,375.9954,0,81.5035,4667688215.12,3.54,3.57,-7950379980.02,16.2336,--,1.1439,-6.7219,0.8995,400.2223,212.9547,1.6905,3.4566,0.2702,1332.3464,0.3554,1012.9432,0.6123,2.5354,2.1723,78.4126,182.5405,0.1739,45.9744,7.8596,640.0494,117.5123,47.1545,14.5997,55.9847,55.2158,81.1076,254.9529,7.1829,54.0256,83149067653.62,0.1225,0.0343,2.2846,0.0635,11.6513,--,--,--,3122629837.12,0,--,--,2692465629.56,2135973618.99,633555060.94,--,98934403.99,--,--,--,103459024.34,68685261.11,69315788.85
2017-09-30,0.161,0.17,0.17,--,4.984,4.8942,0.144,1.6827,1.9805,--,1.4253,20.1291,1.4007,6.2529,6.3668,78.5749,6.8726,16.0973,3.2298,1.4253,21.4251,25.3103,928.4323,306.0606,0.002,79.4735,3595119646.64,3.44,3.42,-7866131336.4,26.6431,--,-0.9822,-7.0597,0.6664,405.1621,217.4263,1.2418,--,0.2038,1324.8283,0.2677,1008.5917,0.4713,2.5002,2.1191,82.9276,185.8243,0.2149,44.1311,9.6583,--,126.5977,46.6493,17.9558,--,56.8588,89.7759,240.9803,--,55.8689,86117168799.21,0.0615,0.0128,0.8947,0.0228,4.2565,--,--,--,3217183919.69,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2017-06-30,0.1403,0.15,0.15,-1.04,4.937,4.8477,0.0909,1.6912,1.9508,--,1.1845,18.0816,1.1952,7.8275,8.2074,80.5251,8.4055,71.7411,14.5314,6.0579,19.4749,25.3923,1008.939,215.2646,1.0639,79.5741,2312659407.31,3.05,3.02,-7985168665.38,42.0528,--,-1.3046,-3.0695,0.477,377.3585,195.6309,0.9201,1.835,0.1422,1265.8228,0.1854,970.8738,0.3382,2.4708,2.1269,82.6406,217.1645,0.2688,41.6886,12.1815,586.8912,139.8736,44.3237,22.6128,59.3091,57.2752,103.1227,222.096,7.1033,58.3114,90762462373.56,0.0545,0.0077,0.6483,0.0132,2.4923,--,--,--,3023031538.86,--,--,--,5041173394.38,3033252693.51,328219114.77,--,74430822.54,--,--,--,62225458.29,74231730.43,61319232.08
2017-03-31,0.0132,0.011,0.011,--,4.953,4.8219,0.0131,1.6553,1.9634,--,0.1076,25.433,0.1105,2.1055,0.8908,73.3966,1.9206,1.3218,0.2669,0.1076,26.6034,22.1252,146.7259,1249.2386,--,0.7499,1341567060.87,0.23,0.23,66117177.59,74.4525,--,-5.0681,1.3425,0.1713,525.394,304.7748,0.2953,--,0.0575,1565.2174,0.0737,1221.1669,0.1393,2.4452,2.0016,78.5529,130.6778,0.2648,40.3085,12.3246,--,148.0869,40.3943,23.4161,--,52.7452,110.4651,213.2411,--,59.6915,94175172622.55,0.019,0.0011,0.9883,0.0018,0.3302,--,--,--,620108360.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2016-12-31,-0.1181,-0.12,-0.12,-0.22,4.9314,4.8034,0.2829,1.6563,1.9524,--,-1.015,22.7365,-0.9896,-4.9079,-9.0071,76.1377,-4.519,44.1397,8.9507,3.795,23.8623,26.0477,-75.2287,-448.4153,0,-0.1908,4552426665.33,-2.54,-2.44,-1677731345.02,-3.5215,-1092.5779,-6.9298,-4.8889,0.669,538.1166,317.0689,1.1354,2.6109,0.219,1643.8356,0.2791,1289.8603,0.5108,2.5621,2.0874,75.8613,1.954,0.2403,42.3991,11.3299,504.3874,135.8543,42.2204,21.0871,63.6046,53.5025,97.8934,227.9753,8.4061,57.6009,89141023453.16,0.1083,0.0243,--,0.0422,8.0618,--,--,--,603541355.32,0,--,--,6117344931.97,3207838613.81,1120567037.65,--,58343883.93,--,--,--,195311318.23,30355951.87,40201760.55
2016-09-30,-0.1019,-0.1,-0.1,--,5.0079,4.8769,0.0464,1.6476,1.9723,--,-0.8427,24.7383,-0.8379,-6.2617,-7.1341,74.5989,-5.5368,-10.1884,-2.0344,-0.8427,25.4011,27.9768,-12.2487,-382.6806,-0.0319,0.134,3488807317.78,-2.15,-2.05,-874319011.66,-5.6863,--,-4.7951,-5.5726,0.4641,581.7712,360.048,0.7499,--,0.1513,1784.534,0.1909,1414.3531,0.3571,2.3122,1.8706,70.776,8.5581,0.1984,41.4224,8.8932,--,141.4152,41.7854,17.6748,--,50.7565,103.9289,220.0008,--,58.5776,92658610231.63,0.0252,0.0038,--,0.0066,1.1238,--,--,--,267748662.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2016-06-30,-0.1086,-0.11,-0.11,-0.11,5.0022,4.8739,-0.0394,1.6476,1.9679,--,-0.8887,23.9006,-0.8883,-10.2161,-11.0879,75.3057,-9.2423,41.7507,8.3464,3.4173,24.6943,30.0096,1.5574,-220.4821,-1.3815,-0.2834,2151961800.48,-2.24,-2.13,-854796660.68,-14.8284,--,-6.4929,-7.0959,0.2985,603.0151,376.0969,0.4786,1.1546,0.0961,1873.0489,0.121,1487.6033,0.2281,2.1501,1.7373,71.0186,-41.9968,0.1606,40.9431,6.8098,494.4992,144.2413,43.4243,14.2604,65.7866,50.6467,106.6702,216.9186,8.2797,59.0569,93636653813.72,-0.0335,-0.0032,--,-0.0055,-0.8745,--,--,--,260060222.93,--,--,--,8152862861.42,3524503760.99,923188651.49,--,--,--,--,--,97820665.75,25782781.43,39212282.47
2016-03-31,-0.084,-0.09,-0.09,--,5.2174,5.1275,-0.1605,1.7048,2.1409,--,-0.6926,25.3003,-0.6896,-20.6015,-28.2475,73.5734,-21.2852,-8.3976,-1.6095,-0.6926,26.4266,50.2274,-4.6094,-98.3035,-0.0131,-0.3097,765002780.65,-1.68,-1.67,-691842917.73,-20.068,--,-3.0675,-6.3826,0.1017,884.9558,589.7772,0.1526,--,0.0324,2777.7778,0.0408,2205.8824,0.075,2.3527,1.8725,79.5456,-61.6796,0.123,43.0304,5.616,--,132.3936,42.2995,11.5445,--,47.8201,91.504,241.3474,--,56.9696,92927610699.98,-0.4068,-0.0132,--,-0.0232,-3.9206,--,--,--,213603149.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2015-12-31,0.0119,0.01,0.01,-0.06,5.2986,5.2108,-0.4351,1.7048,2.227,--,0.0973,26.5241,0.0972,0.1607,-2.9159,72.9808,0.4392,48.5958,9.1715,3.9739,27.0192,26.3367,2168.4576,16537.2132,0.0925,0.6595,5504631897.36,0.21,0.21,-449019403.74,-19.72,-85.4816,-1.5487,-0.0373,0.6897,521.9661,290.6742,1.2385,2.9734,0.2214,1626.0163,0.2792,1289.3983,0.5071,2.4711,2.0045,86.7406,102.6349,0.1453,43.3288,6.8852,517.7003,130.7931,40.6657,13.7118,68.344,47.1278,90.2155,243.1591,8.3695,56.6712,93723020007.67,-0.1607,-0.0356,-36.5795,-0.0628,-11.0477,--,--,--,208454569.31,--,--,--,7230646880.55,2018735559.77,796786494.72,--,--,--,--,--,82090146.89,12502971.21,33505881.35
2015-09-30,-0.0703,-0.07,-0.07,--,5.2316,5.1209,-0.402,1.7068,2.1383,--,-0.552,24.9185,-0.5645,-3.6782,-5.8924,74.5688,-3.6221,-7.0285,-1.3435,-0.552,25.4312,28.5534,-66.4363,-653.7006,-0.1335,0.5188,3726094308.39,-1.31,-1.28,-790117291.91,-24.3497,-152.7513,-3.7181,8.5945,0.4863,555.2128,298.4745,0.9046,--,0.1559,1731.8794,0.1955,1381.0742,0.3667,2.351,1.9257,86.2681,51.8639,0.1723,41.0841,7.9624,--,143.403,39.8936,16.2343,--,47.6252,102.6548,226.0096,--,58.9159,98126812137.67,-0.2072,-0.0316,--,-0.0536,-9.2268,--,--,--,219831574.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2015-06-30,-0.0435,-0.04,-0.04,-0.05,5.3205,5.2081,-0.5425,1.7068,2.1653,--,-0.3323,23.3825,-0.3443,-2.981,-3.8786,76.076,-3.1678,39.4957,7.4233,3.0197,23.924,23.338,-45.8843,-784.724,-1.1541,0.371,2471850141.17,-0.77,-0.78,-398951331.54,-24.4298,-136.2984,-2.0239,9.41,0.3409,528.0141,266.1147,0.6764,1.5452,0.1087,1655.9338,0.1365,1318.6813,0.2571,2.2432,1.8709,84.2714,24.9612,0.1659,40.6791,7.3678,541.7569,145.8266,41.3519,15.3345,69.1367,48.8415,105.9247,221.4838,7.5087,59.3209,100788488692.08,-0.3955,-0.0415,--,-0.0699,-11.6118,--,--,--,225165966.71,--,--,--,7131614759.82,1805432032.14,638147516.9,--,15484338.45,2676253.41,--,--,86334981.57,18021614.46,45714562.54
2015-03-31,-0.0506,-0.05,-0.05,--,5.3533,5.238,-0.4834,1.7068,2.2058,--,-0.3927,24.4434,-0.4039,-9.402,-11.3201,75.1025,-10.3057,-5.0591,-0.945,-0.3927,24.8975,32.4498,-18.0945,-240.71,-0.003,0.2,924654549.28,-0.95,-0.96,-423602025.04,-29.5018,-196.503,-2.8805,9.5246,0.1219,738.3101,370.6755,0.2428,--,0.0392,2295.9184,0.0493,1825.5578,0.0917,2.6098,2.1811,97.64,-70.4732,0.2056,41.5588,10.1311,--,140.6229,38.9462,19.5997,--,48.4403,98.0165,233.9925,--,58.4412,99263183742.56,-0.9848,-0.0375,--,-0.0642,-12.2634,--,--,--,220585197.43,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2014-12-31,0.0815,0.08,0.08,0.04,5.3527,5.2986,-0.9979,1.7067,2.2555,--,0.6697,27.0064,0.6851,3.5115,2.5644,72.1112,2.4288,46.9256,8.7667,3.8568,27.8888,22.0912,24.4523,808.8467,0.0019,0.0943,6981470427.09,1.45,1.43,318289572.95,-32.9268,-84.112,-1.9111,4.714,0.8877,405.5424,184.6533,1.9496,4.4755,0.2821,1276.1432,0.36,1000,0.6207,2.9325,2.5218,115.182,215.7878,0.2005,43.994,10.4389,674.5064,127.3035,38.5538,19.1776,67.1753,47.7018,84.9734,258.0646,6.5224,56.006,93757955793.25,-0.2975,-0.082,-12.2479,-0.1465,-30.441,--,--,--,228305729.57,--,--,--,4153426156.61,1399463402.46,451036703.31,--,8644708.11,1675987.37,--,--,25724272.42,33165428.07,23108692.24
2014-09-30,0.1332,0.13,0.13,--,5.4336,5.3758,-0.6735,1.7094,2.3088,--,1.1363,27.9033,1.1415,7.0274,6.4948,71.4253,5.1944,13.3238,2.4521,1.1363,28.5747,19.0792,-0.2671,435.4933,0.2103,0.1205,5515397913.47,2.41,2.4,914557212.95,-31.5983,-73.6933,-0.329,1.5783,0.7052,382.8701,192.1298,1.4053,--,0.2197,1228.9486,0.2793,966.7025,0.4711,2.3862,2.0103,91.5368,323.2394,0.2286,46.338,10.5837,--,115.8056,35.681,18.5934,--,43.8306,94.9098,219.2011,--,53.662,90360750263.34,-0.2626,-0.0574,-5.0545,-0.107,-17.1975,--,--,--,256983712.96,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2014-06-30,0.1197,0.12,0.12,0.11,5.4304,5.3715,-0.5976,1.709,2.2958,--,1.0015,28.1591,1.0157,8.9818,8.2301,71.0385,6.595,47.1589,8.6842,3.9449,28.9615,17.1862,-1.7291,352.1541,1.256,0.1163,3939123377.87,2.17,2.14,826078707.59,-30.6275,-69.1344,-1.7056,3.6174,0.499,360.7214,180.054,0.9997,2.5459,0.154,1168.8312,0.1958,919.3054,0.3335,2.2157,1.8795,93.259,384.3075,0.2122,45.4264,9.2729,753.7116,120.1365,37.1947,16.9525,67.1875,44.7872,99.5534,213.5353,6.027,54.5736,92119994298.19,-0.3292,-0.05,-4.9912,-0.0916,-13.9042,--,--,--,351296466.91,--,--,--,5541846982.37,1068548773.51,329634474.06,--,15987824.49,2882041.54,--,--,14757229.66,36609220.92,21458018.12
2014-03-31,0.0524,0.05,0.05,--,5.5121,5.4549,-0.6378,1.709,2.3804,--,0.4457,30.8261,0.4484,9.391,7.7181,68.7925,7.5286,5.2424,0.9511,0.4457,31.2075,21.3551,9.6755,362.594,0.0029,0.0206,1654085870.25,0.94,0.95,337600571.32,-10.008,-36.361,1.626,4.8502,0.1827,492.6108,238.1582,0.3779,--,0.0596,1510.0671,0.076,1184.2105,0.127,2.2751,1.9324,85.2886,298.1516,0.1945,46.8671,8.6116,--,113.3694,37.8269,15.5223,--,44.7774,92.476,223.1281,--,53.1329,90630982824.41,-0.916,-0.0542,-12.1666,-0.1021,-15.6155,--,--,--,350269138.62,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2013-12-31,0.5128,0.5,0.5,0.48,5.457,5.4009,0.0956,1.709,2.329,--,4.4137,28.4648,4.4276,13.6948,11.7645,70.8325,10.2535,83.6977,15.3376,7.2034,29.1675,14.1357,0.6352,242.6149,0.0014,0.4086,10970830153.58,9.22,9.21,3715833541.57,-19.8235,-47.5109,2.0943,0.6324,1.6504,218.1289,135.0287,2.6661,7.6627,0.4318,833.7193,0.5645,637.7325,0.926,2.1055,1.8406,91.7584,-3214.0158,0.1545,46.9655,6.3001,773.4248,112.9223,41.9504,11.8277,68.521,47.5778,91.9446,223.9961,6.0724,53.0345,89537157719.77,0.0191,0.0082,0.1864,0.0155,2.2311,--,--,--,337566831.96,--,--,--,4599819665.19,441402307.26,267916500.8,--,10324476.57,3414219.89,--,--,39372792.13,15430631.32,17586147.68
2013-09-30,0.5065,0.49,0.49,--,5.4516,5.3957,0.0011,1.7091,2.3607,--,4.3874,30.667,4.387,19.6396,16.2305,68.601,13.5062,50.6479,9.2905,4.3874,31.399,12.296,-0.5404,191.2908,0.0646,0.3228,8861855299.9,9.13,8.92,3733596072.44,-26.1104,-45.2345,3.0496,2.3435,1.2979,208.0284,155.3599,1.7379,--,0.3248,831.2808,0.4258,634.1005,0.6947,2.1081,1.768,89.2024,-5342.3925,0.1494,47.2247,6.0657,--,111.7535,42.7534,11.3824,--,48.2449,90.407,226.5685,--,52.7753,88956766946.54,0.0003,0.0001,0.0021,0.0002,0.0256,--,--,--,337514514.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2013-06-30,0.3879,0.38,0.38,0.37,5.5247,5.4654,0.1501,1.8946,2.2454,--,3.362,31.5086,3.3607,22.2134,18.2069,67.8945,14.8228,68.7606,12.4461,5.96,32.1055,11.6266,-1.5259,177.0448,0.5161,0.2992,6353632344,6.9,6.88,2868249078.46,-30.7517,-48.0076,8.2589,1.4498,0.9314,193.2575,152.1684,1.1829,4.3097,0.2267,794.0009,0.2977,604.6355,0.4815,2.2147,1.8452,95.3119,-12142.2347,0.1697,47.8864,7.1631,899.0517,108.8277,41.8415,13.0121,67.2153,48.1004,87.5315,231.0399,5.3263,52.1136,88903940442.1,0.0574,0.013,0.387,0.025,3.7439,--,--,--,330273826.25,--,--,--,2822592191.62,281955520.22,162554327.92,--,19987540.12,5730710.63,--,--,36747877.83,10540137.8,30659702.38
2013-03-31,0.0824,0.08,0.08,--,5.4239,5.371,-0.3729,1.8953,2.1451,--,0.7344,34.9177,0.7238,15.5166,13.8741,64.3524,10.6462,8.2377,1.5188,0.7344,35.6476,19.6202,-3.3131,265.6772,0.0024,0.1909,2082006558.52,1.43,1.39,570761645.46,-48.6377,-70.0941,10.8184,11.2945,0.2996,300.4005,298.7056,0.3013,--,0.068,1323.5294,0.0893,1007.8387,0.1437,2.0896,1.6576,87.4347,666.3218,0.1338,48.354,5.3612,--,106.8081,43.0729,9.9808,--,47.8485,87.1587,229.7838,--,51.646,86438511928.5,-0.4819,-0.0332,-4.5264,-0.0644,-9.037,--,--,--,364039175.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--
