ts_code,roe
600018,6.829166666666667
002241,6.812047826086955
601607,6.728791666666666
002049,6.6969521739130435
000671,6.6315375
601933,6.627312
000627,6.625996428571429
601377,6.606834782608695
601211,6.596229166666667
601878,6.5938727272727276
601872,6.577784
002463,6.570520833333334
600297,6.459516
601186,6.431970833333334
000783,6.400465217391303
600958,6.36436956521739
600918,6.348441666666666
300433,6.222104347826087
601198,6.197243478260869
600011,6.164728
601390,6.1316999999999995
000961,6.118213043478262
000100,6.104052173913044
601669,6.073804
600115,6.043760869565216
601688,6.026473913043478
000860,5.995720833333333
600637,5.972358333333333
600068,5.936408
600030,5.843760869565217
000977,5.809879166666668
002673,5.792413043478262
002410,5.71902
600837,5.71344347826087
600848,5.7086879999999995
601899,5.69998
601990,5.63476
601800,5.6296875
601788,5.62045652173913
601766,5.598103999999999
601881,5.565199999999999
600998,5.374652
600109,5.3679304347826085
002939,5.238852631578947
000723,5.232560869565217
600004,5.1979359999999994
600027,5.099055999999999
600208,5.0840440000000005
603019,5.076896
002456,5.070634782608696
600025,4.902948
601555,4.871426086956522
600498,4.845324
600369,4.830247826086957
002384,4.82125652173913
601117,4.774016666666667
600655,4.72726
600019,4.727078260869566
002739,4.664658333333333
601618,4.622233333333333
600795,4.518233333333334
002600,4.461260869565216
603993,4.422230434782609
002153,4.415326086956522
600547,4.4112800000000005
002422,4.3858999999999995
601236,4.355580000000001
002414,4.266375
600118,4.113048
002594,4.1073130434782605
000728,4.060452173913044
600029,4.041464
601901,3.9571958333333335
002252,3.931995833333333
000938,3.8589217391304356
600390,3.8588680000000006
601162,3.6778699999999995
600028,3.573168
002230,3.485868
000425,3.474413043478261
601816,3.458930769230769
601111,3.3727840000000002
601727,3.3425879999999997
000157,3.188616666666667
600482,3.1187560000000003
002129,3.103241666666667
002024,3.0486739130434777
601698,2.9710733333333335
600111,2.925208
600745,2.9101166666666667
002371,2.7059130434782612
000725,2.683139130434783
600362,2.270212
600299,2.017112
600893,1.9621000000000004
000063,1.911395652173914
600050,1.9043240000000003
000066,1.834292
600489,1.7350153846153842
688012,1.614725
002044,1.4493304347826088
601857,1.3627521739130437
600584,1.1756541666666667
000768,1.0789913043478265
601600,0.98805
600588,0.8121791666666667
600010,0.6063719999999999
601989,0.54054
600760,-0.7056083333333341
601919,-0.7620599999999996
600150,-0.8266879999999999
601808,-1.174268
300142,-1.214095652173913
