ts_code,assets_liab_ratio
002456,1.0161943902602057
002601,1.0160508299249507
600489,1.0113357878523348
002594,1.0078439617779498
600887,0.9960195870490973
002129,0.9899921082167135
600705,0.970826436544993
002044,0.9586455448442305
002714,0.9564291957346723
002384,0.9444382646419777
601985,0.9352467371085583
600177,0.9351431715028671
600019,0.9273018766259817
600745,0.9101649248856629
601872,0.9083972712314751
601919,0.8995548118318395
600028,0.8951111341003383
003816,0.8906651393171712
000708,0.877214346096795
600390,0.8674567169536834
300433,0.8674340098380688
002607,0.8325718781763825
601899,0.8208707508302535
000723,0.8171212851380539
002157,0.811991795137895
000876,0.799457046115678
601857,0.7870108643937824
600176,0.7788254819171981
600438,0.7626228566400008
601600,0.7611518155103459
002739,0.7577680413965319
601816,0.7307752221440206
601216,0.7160727382990789
000703,0.7019645679435046
600309,0.6862032598844833
002493,0.6845109303823849
600346,0.6680455309408344
600584,0.6124254973117721
600989,0.5586285769570433
600886,0.5328266275721792
600010,0.5292477534972712
600547,0.5291206921034286
600004,0.45883275920576294
600011,0.3937114869089658
600050,0.37073545837698174
600795,0.3700496980787438
600027,0.36840416537554754
601111,0.3250882686643536
600115,0.24656757525985923
600029,0.23951530703708826
600900,0.20062809655922595
600025,0.17955804260920855
601939,0
002958,0
002939,0
601818,0
601838,0
000166,0
002736,0
002673,0
601988,0
601878,0
600000,0
601881,0
002945,0
601998,0
601990,0
601901,0
601916,0
600015,0
601319,0
601788,0
601211,0
601169,0
601166,0
601162,0
601108,0
000783,0
601077,0
601066,0
600109,0
601009,0
600999,0
600958,0
600926,0
600919,0
600918,0
600837,0
600369,0
002142,0
601198,0
600036,0
600016,0
601229,0
000728,0
601696,0
601688,0
601658,0
601628,0
601601,0
601577,0
601555,0
601398,0
601377,0
601336,0
601328,0
601318,0
601288,0
600030,0
601236,0
000776,0
000001,0
