ts_code,profit_to_gr
600196,12.360633333333332
600085,12.208033333333333
688009,12.148333333333333
603501,12.021033333333333
601808,11.983566666666666
300136,11.931666666666667
002916,11.847066666666668
600660,11.787500000000001
601318,11.727775
300142,11.470733333333333
600600,11.304599999999999
000963,11.239266666666666
002493,11.169333333333334
002050,11.109333333333334
000786,11.107999999999999
601877,11.030233333333333
000656,10.789333333333333
002271,10.542666666666667
600570,10.435766666666666
002146,10.387433333333334
600309,10.317433333333334
002008,10.153133333333333
000002,10.089533333333334
603899,10.0845
002410,9.9923
002202,9.672833333333333
000333,9.501199999999999
600406,9.3425
000651,9.155633333333334
000876,8.7748
002841,8.740533333333333
000895,8.729966666666668
600011,8.5442
600346,8.366733333333332
002129,8.345733333333333
002032,8.262233333333334
600760,7.9892666666666665
002371,7.9689000000000005
002938,7.834666666666666
000961,7.753566666666667
000708,7.6878
600027,7.485666666666667
601155,7.4545
688036,7.357766666666667
000671,7.315933333333334
601238,7.303766666666667
600887,7.2255
002475,7.171433333333334
600438,6.959066666666668
601336,6.7572
600332,6.5469
000625,6.5227
600745,6.339899999999999
002607,6.303999999999999
000338,6.194500000000001
601601,6.103966666666667
600655,6.089700000000001
600233,5.9755666666666665
600118,5.913833333333333
603833,5.884166666666666
001979,5.849866666666666
601628,5.80805
601319,5.763066666666667
000703,5.5194
600606,5.331366666666667
600795,5.3308333333333335
000860,5.289266666666666
002460,5.217266666666667
000938,5.1891
002241,5.1206
002153,5.084866666666667
000425,5.048766666666666
603019,4.980733333333333
002120,4.960633333333333
600522,4.909233333333333
600050,4.712
002384,4.662233333333333
002600,4.629833333333333
002311,4.5934333333333335
601766,4.545466666666666
000063,4.3418
601668,4.240066666666666
002352,4.145866666666667
600547,4.1173
600690,4.0269
601933,3.9726999999999997
603799,3.971766666666667
601899,3.943366666666666
601117,3.9339
600068,3.928366666666667
600893,3.8872
000627,3.735666666666667
600489,3.6182999999999996
600019,3.5811666666666664
601816,3.521066666666666
600111,3.4557
002594,3.414266666666667
601669,3.302433333333333
000100,3.272733333333333
601727,3.2564999999999995
600104,3.1728
600584,3.163733333333333
600487,3.1501
601607,3.1488
601919,3.0613000000000006
601231,2.9310666666666667
600998,2.869566666666667
002422,2.7735333333333334
601138,2.7675666666666667
601390,2.748533333333333
601186,2.719466666666667
601800,2.708966666666667
600741,2.6618666666666666
601618,2.6129333333333333
601888,2.2811
002230,2.0734333333333335
603993,2.0495
002456,1.9875
600482,1.9108666666666665
000723,1.8167333333333329
601633,1.5700749999999997
000768,1.4335333333333333
000977,1.2310666666666668
600271,1.0675333333333334
601989,0.6669666666666667
600362,0.5413666666666667
601600,0.44116666666666665
000725,0.4098
600297,0.3003666666666666
600010,-0.16079999999999997
600150,-0.5738333333333333
002024,-0.5926333333333333
600066,-0.9878999999999999
601857,-1.2280333333333333
600498,-1.3736999999999997
600028,-1.521525
600004,-6.5318000000000005
601021,-7.310733333333332
600588,-7.799499999999999
600009,-8.9735
000066,-11.445233333333334
600029,-22.536325
600115,-28.70246666666667
601111,-32.36995
002044,-59.51186666666666
002739,-63.88356666666666
