ts_code,basic_eps_yoy
002032,6.615227272727274
601668,6.57459090909091
601186,6.5426909090909104
600233,6.489863636363637
600018,6.42890909090909
002958,6.375018181818183
600848,5.095
601607,4.937472727272727
002601,4.648309090909091
300408,4.3991181818181815
601998,3.8670916666666666
000938,3.866990909090909
000001,3.696325
000538,3.6599
000100,3.621581818181818
002007,3.5358
601225,3.3345
603195,2.8298833333333326
002508,2.7596454545454545
601166,2.7358272727272728
600362,2.651363636363638
601985,2.6487636363636367
601939,2.4725545454545457
601698,2.430785714285714
600299,2.412981818181817
600887,2.3778454545454544
002008,2.1692818181818208
600000,2.028190909090909
601398,1.9624000000000001
002050,1.6113
600522,1.4815272727272728
601766,1.4528818181818202
001979,1.2245363636363606
601818,0.890063636363636
002120,0.798872727272726
601211,0.5514499999999986
601077,0.3249818181818181
601988,0.13309166666666639
601288,-0.21707272727272714
601328,-0.3790909090909096
600900,-0.46988181818181823
600637,-0.5192166666666665
601169,-0.8168181818181821
600161,-0.9877636363636358
600016,-1.1752
601696,-1.6286666666666672
601669,-1.6804909090909086
601231,-1.7391818181818182
601916,-1.9362428571428578
600196,-2.383436363636364
601727,-2.414927272727273
000651,-2.55857272727273
601857,-3.3384181818181715
601088,-3.9026
600690,-3.964754545454544
600085,-4.0423909090909085
002410,-4.428645454545454
601006,-4.57339090909091
300136,-4.936345454545454
600118,-4.937254545454546
600176,-5.218936363636366
600660,-5.348563636363636
603156,-5.5958
603833,-5.769845454545455
002558,-6.445290909090909
601800,-6.563590909090908
600015,-9.0741
600068,-9.286518181818183
601138,-9.4339
600741,-9.681045454545453
600019,-10.73201818181818
600487,-10.820381818181813
600010,-10.893981818181816
688009,-11.041814285714285
300144,-11.418136363636364
600009,-12.00696363636364
003816,-12.197954545454547
002460,-13.65285454545455
002153,-13.889545454545457
600309,-17.068018181818182
000723,-17.16026363636363
600104,-17.524463636363635
600703,-19.901318181818183
600482,-20.31653636363636
600795,-20.40079090909091
600489,-21.64215
002027,-22.503572727272726
601989,-23.95008181818181
601633,-25.373583333333332
601021,-26.129018181818186
601238,-29.636572727272725
600498,-32.83423636363636
600297,-36.47315454545454
600066,-36.616372727272726
601600,-37.33488181818182
000725,-38.198890909090906
002252,-43.98165454545454
600028,-46.783775
601816,-47.686519999999994
600004,-61.25497272727273
000063,-90.83263636363635
000625,-92.0154
000066,-104.82957272727275
601111,-107.57217499999997
600115,-113.87676363636365
002739,-127.37219090909093
600029,-152.20118333333335
002044,-245.90427272727277
600584,-308.68513636363633
