ts_code,pe_ttm
601169,6.406719085487081
002146,6.339839546351084
601077,6.308886626139821
601288,6.0865420118343225
601818,6.081371400394472
601988,6.067443293885609
601166,5.953146844181476
601328,5.920377317554238
600000,5.908308284023667
600016,5.46551134122288
600015,5.407731163708094
